date,trader_id,buy_currency,sell_currency,buy_signal,sell_signal,trade_signal
2026-04-04,combinator-standard,CHF,NOK,0.2672,-0.35,0.3086
2026-04-04,combinator-standard,AUD,NOK,0.2084,-0.35,0.2792
2026-04-04,combinator-standard,EUR,NOK,0.1649,-0.35,0.2574
2026-04-04,combinator-standard,JPY,CNY,0.3286,-0.1078,0.2182
2026-04-04,combinator-standard,JPY,CAD,0.3286,-0.0767,0.2026
2026-04-04,combinator-standard,SEK,NOK,0.04,-0.35,0.195
2026-04-04,combinator-standard,USD,NOK,0.0395,-0.35,0.1947
2026-04-04,combinator-standard,CHF,CNY,0.2672,-0.1078,0.1875
2026-04-04,combinator-standard,JPY,GBP,0.3286,-0.0307,0.1796
2026-04-04,combinator-standard,CHF,CAD,0.2672,-0.0767,0.172
2026-04-04,combinator-standard,AUD,CNY,0.2084,-0.1078,0.1581
2026-04-04,combinator-standard,CHF,GBP,0.2672,-0.0307,0.149
2026-04-04,combinator-standard,AUD,CAD,0.2084,-0.0767,0.1425
2026-04-04,combinator-standard,EUR,CNY,0.1649,-0.1078,0.1363
2026-04-04,combinator-standard,EUR,CAD,0.1649,-0.0767,0.1208
2026-04-04,combinator-standard,AUD,GBP,0.2084,-0.0307,0.1195
2026-04-04,combinator-standard,EUR,GBP,0.1649,-0.0307,0.0978
2026-04-04,combinator-standard,SEK,CNY,0.04,-0.1078,0.0739
2026-04-04,combinator-standard,USD,CNY,0.0395,-0.1078,0.0736
2026-04-04,combinator-standard,SEK,CAD,0.04,-0.0767,0.0583
2026-04-04,combinator-standard,USD,CAD,0.0395,-0.0767,0.0581
2026-04-04,combinator-standard,SEK,GBP,0.04,-0.0307,0.0353
2026-04-04,combinator-standard,USD,GBP,0.0395,-0.0307,0.0351
2026-04-04,haiku-only,CHF,NOK,0.3633,-0.35,0.3567
2026-04-04,haiku-only,JPY,NOK,0.3286,-0.35,0.3393
2026-04-04,haiku-only,AUD,NOK,0.2992,-0.35,0.3246
2026-04-04,haiku-only,EUR,NOK,0.2236,-0.35,0.2868
2026-04-04,haiku-only,CHF,CNY,0.3633,-0.1738,0.2686
2026-04-04,haiku-only,CHF,CAD,0.3633,-0.14,0.2517
2026-04-04,haiku-only,JPY,CNY,0.3286,-0.1738,0.2512
2026-04-04,haiku-only,AUD,CNY,0.2992,-0.1738,0.2365
2026-04-04,haiku-only,JPY,CAD,0.3286,-0.14,0.2343
2026-04-04,haiku-only,AUD,CAD,0.2992,-0.14,0.2196
2026-04-04,haiku-only,CHF,GBP,0.3633,-0.0745,0.2189
2026-04-04,haiku-only,USD,NOK,0.0593,-0.35,0.2046
2026-04-04,haiku-only,JPY,GBP,0.3286,-0.0745,0.2016
2026-04-04,haiku-only,EUR,CNY,0.2236,-0.1738,0.1987
2026-04-04,haiku-only,AUD,GBP,0.2992,-0.0745,0.1869
2026-04-04,haiku-only,EUR,CAD,0.2236,-0.14,0.1818
2026-04-04,haiku-only,EUR,GBP,0.2236,-0.0745,0.149
2026-04-04,haiku-only,USD,CNY,0.0593,-0.1738,0.1166
2026-04-04,haiku-only,USD,CAD,0.0593,-0.14,0.0997
2026-04-04,haiku-only,USD,GBP,0.0593,-0.0745,0.0669
2026-03-07,combinator-standard,CAD,EUR,0.4319,-0.2158,0.3238
2026-03-07,combinator-standard,CAD,CHF,0.4319,-0.1705,0.3012
2026-03-07,combinator-standard,CAD,MXN,0.4319,-0.155,0.2934
2026-03-07,combinator-standard,CNY,EUR,0.29,-0.2158,0.2529
2026-03-07,combinator-standard,CAD,JPY,0.4319,-0.059,0.2455
2026-03-07,combinator-standard,AUD,EUR,0.2692,-0.2158,0.2425
2026-03-07,combinator-standard,CNY,CHF,0.29,-0.1705,0.2303
2026-03-07,combinator-standard,GBP,EUR,0.2412,-0.2158,0.2285
2026-03-07,combinator-standard,CNY,MXN,0.29,-0.155,0.2225
2026-03-07,combinator-standard,AUD,CHF,0.2692,-0.1705,0.2199
2026-03-07,combinator-standard,AUD,MXN,0.2692,-0.155,0.2121
2026-03-07,combinator-standard,GBP,CHF,0.2412,-0.1705,0.2059
2026-03-07,combinator-standard,GBP,MXN,0.2412,-0.155,0.1981
2026-03-07,combinator-standard,CNY,JPY,0.29,-0.059,0.1745
2026-03-07,combinator-standard,AUD,JPY,0.2692,-0.059,0.1641
2026-03-07,combinator-standard,GBP,JPY,0.2412,-0.059,0.1501
2026-03-07,combinator-standard,USD,EUR,0.0349,-0.2158,0.1253
2026-03-07,combinator-standard,USD,CHF,0.0349,-0.1705,0.1027
2026-03-07,combinator-standard,USD,MXN,0.0349,-0.155,0.095
2026-03-07,combinator-standard,USD,JPY,0.0349,-0.059,0.047
2026-03-08,combinator-standard,CAD,AUD,0.397,-0.4417,0.4194
2026-03-08,combinator-standard,CAD,EUR,0.397,-0.3662,0.3816
2026-03-08,combinator-standard,CNY,AUD,0.2581,-0.4417,0.3499
2026-03-08,combinator-standard,GBP,AUD,0.2412,-0.4417,0.3414
2026-03-08,combinator-standard,NOK,AUD,0.2125,-0.4417,0.3271
2026-03-08,combinator-standard,CNY,EUR,0.2581,-0.3662,0.3122
2026-03-08,combinator-standard,GBP,EUR,0.2412,-0.3662,0.3037
2026-03-08,combinator-standard,NOK,EUR,0.2125,-0.3662,0.2893
2026-03-08,combinator-standard,CAD,USD,0.397,-0.1581,0.2776
2026-03-08,combinator-standard,CAD,MXN,0.397,-0.155,0.276
2026-03-08,combinator-standard,CAD,JPY,0.397,-0.0925,0.2447
2026-03-08,combinator-standard,CHF,AUD,0.0402,-0.4417,0.2409
2026-03-08,combinator-standard,CNY,USD,0.2581,-0.1581,0.2081
2026-03-08,combinator-standard,CNY,MXN,0.2581,-0.155,0.2066
2026-03-08,combinator-standard,CHF,EUR,0.0402,-0.3662,0.2032
2026-03-08,combinator-standard,GBP,USD,0.2412,-0.1581,0.1997
2026-03-08,combinator-standard,GBP,MXN,0.2412,-0.155,0.1981
2026-03-08,combinator-standard,NOK,USD,0.2125,-0.1581,0.1853
2026-03-08,combinator-standard,NOK,MXN,0.2125,-0.155,0.1837
2026-03-08,combinator-standard,CNY,JPY,0.2581,-0.0925,0.1753
2026-03-08,combinator-standard,GBP,JPY,0.2412,-0.0925,0.1668
2026-03-08,combinator-standard,NOK,JPY,0.2125,-0.0925,0.1525
2026-03-08,combinator-standard,CHF,USD,0.0402,-0.1581,0.0992
2026-03-08,combinator-standard,CHF,MXN,0.0402,-0.155,0.0976
2026-03-08,combinator-standard,CHF,JPY,0.0402,-0.0925,0.0663
