date,base_currency,EUR,USD,GBP,JPY,CHF,AUD,CAD,NOK,SEK,CNY,MXN
2026-03-17,MXN,0.049174,0.056532,0.042476,9.007926,0.044585,0.079791,0.077352,0.547094,0.528963,0.389134,1.0
2026-03-18,EUR,1.0,1.15354,0.863713,183.343685,0.90608,1.622702,1.579703,11.052156,10.704737,7.941316,20.354098
2026-03-18,USD,0.866897,1.0,0.74875,158.940088,0.785478,1.406715,1.36944,9.58108,9.279904,6.884302,17.644906
2026-03-18,GBP,1.157792,1.335559,1.0,212.273872,1.049052,1.878752,1.828968,12.796098,12.39386,9.194392,23.565814
2026-03-18,JPY,0.005454,0.006292,0.004711,1.0,0.004942,0.008851,0.008616,0.060281,0.058386,0.043314,0.111016
2026-03-18,CHF,1.103656,1.273111,0.953242,202.348303,1.0,1.790904,1.743448,12.197774,11.814344,8.764478,22.463916
2026-03-18,AUD,0.616256,0.710876,0.532268,112.986666,0.558377,1.0,0.973502,6.810958,6.59686,4.893884,12.543337
2026-03-18,CAD,0.63303,0.730226,0.546757,116.062131,0.573576,1.02722,1.0,6.996351,6.776424,5.027094,12.884763
2026-03-18,NOK,0.09048,0.104372,0.078149,16.588953,0.081982,0.146822,0.142932,1.0,0.968566,0.718531,1.841641
2026-03-18,SEK,0.093417,0.10776,0.080685,17.127341,0.084643,0.151587,0.14757,1.032455,1.0,0.741851,1.90141
2026-03-18,CNY,0.125924,0.145258,0.108762,23.087319,0.114097,0.204337,0.198922,1.391729,1.34798,1.0,2.563064
2026-03-18,MXN,0.04913,0.056674,0.042434,9.007704,0.044516,0.079724,0.077611,0.542994,0.525925,0.390158,1.0
2026-03-19,EUR,1.0,1.148925,0.864214,183.355164,0.909012,1.629503,1.576029,11.001395,10.782611,7.921512,20.450591
2026-03-19,USD,0.870379,1.0,0.752194,159.588447,0.791185,1.418285,1.371742,9.575381,9.384956,6.894716,17.799761
2026-03-19,GBP,1.15712,1.329445,1.0,212.163999,1.051836,1.885531,1.823655,12.729938,12.476779,9.166143,23.663796
2026-03-19,JPY,0.005454,0.006266,0.004713,1.0,0.004958,0.008887,0.008595,0.06,0.058807,0.043203,0.111535
2026-03-19,CHF,1.100095,1.263927,0.950718,201.708167,1.0,1.792608,1.733782,12.102584,11.8619,8.714418,22.4976
2026-03-19,AUD,0.613684,0.705077,0.530355,112.522157,0.557846,1.0,0.967184,6.751382,6.617117,4.861306,12.550203
2026-03-19,CAD,0.634506,0.729,0.548349,116.339956,0.576774,1.033929,1.0,6.980451,6.841631,5.026247,12.976023
2026-03-19,NOK,0.090898,0.104434,0.078555,16.666538,0.082627,0.148118,0.143257,1.0,0.980113,0.720046,1.858909
2026-03-19,SEK,0.092742,0.106554,0.080149,17.00471,0.084304,0.151123,0.146164,1.02029,1.0,0.734656,1.896627
2026-03-19,CNY,0.126239,0.145039,0.109097,23.146487,0.114752,0.205706,0.198956,1.3888,1.361181,1.0,2.581653
2026-03-19,MXN,0.048898,0.056181,0.042259,8.965764,0.044449,0.07968,0.077065,0.53795,0.527252,0.387349,1.0
2026-03-20,EUR,1.0,1.156588,0.862257,183.073734,0.9123,1.632062,1.587593,10.987451,10.750237,7.969758,20.527802
2026-03-20,USD,0.864612,1.0,0.745518,158.287811,0.788786,1.411101,1.372652,9.499886,9.294788,6.890751,17.748591
2026-03-20,GBP,1.159748,1.34135,1.0,212.319309,1.058038,1.89278,1.841207,12.742669,12.467561,9.242907,23.807067
2026-03-20,JPY,0.005462,0.006318,0.00471,1.0,0.004983,0.008915,0.008672,0.060017,0.058721,0.043533,0.112129
2026-03-20,CHF,1.096131,1.267771,0.945146,200.672735,1.0,1.788954,1.740209,12.043682,11.783665,8.735896,22.501153
2026-03-20,AUD,0.612722,0.708666,0.528323,112.173249,0.558986,1.0,0.972752,6.73225,6.586904,4.883244,12.57783
2026-03-20,CAD,0.629885,0.728517,0.543122,115.315308,0.574644,1.028011,1.0,6.920825,6.771408,5.020027,12.930144
2026-03-20,NOK,0.091013,0.105264,0.078476,16.662075,0.083031,0.148539,0.144491,1.0,0.97841,0.725351,1.868295
2026-03-20,SEK,0.093021,0.107587,0.080208,17.029739,0.084863,0.151816,0.14768,1.022066,1.0,0.741356,1.909521
2026-03-20,CNY,0.125474,0.145122,0.108191,22.971054,0.11447,0.204782,0.199202,1.378643,1.348879,1.0,2.575712
2026-03-20,MXN,0.048714,0.056343,0.042004,8.918331,0.044442,0.079505,0.077339,0.535247,0.523692,0.388242,1.0
2026-03-21,EUR,1.0,1.159151,0.868662,184.585797,0.913637,1.650831,1.590824,11.088499,10.830336,7.982267,20.747178
2026-03-21,USD,0.8627,1.0,0.749395,159.24217,0.788195,1.424172,1.372403,9.566048,9.343331,6.886302,17.898591
2026-03-21,GBP,1.151195,1.33441,1.0,212.494323,1.051775,1.900429,1.831349,12.765029,12.467834,9.189149,23.884056
2026-03-21,JPY,0.005418,0.00628,0.004706,1.0,0.00495,0.008943,0.008618,0.060072,0.058674,0.043244,0.112399
2026-03-21,CHF,1.094526,1.268722,0.950774,202.034009,1.0,1.806878,1.741198,12.136654,11.854088,8.736801,22.708332
2026-03-21,AUD,0.605755,0.702162,0.526197,111.813853,0.553441,1.0,0.96365,6.716919,6.560535,4.835302,12.567716
2026-03-21,CAD,0.628605,0.728649,0.546046,116.031598,0.574317,1.037721,1.0,6.970289,6.808006,5.017695,13.041785
2026-03-21,NOK,0.090184,0.104536,0.078339,16.646599,0.082395,0.148878,0.143466,1.0,0.976718,0.719869,1.871054
